Play #,State,Action,Reward,Next State,Terminated
10,"[-0.28149986  0.9590109  -0.5619244  -1.02608    -0.05129057 -0.06447729
  0.          0.        ]",1,-0.798292256042798,"[-0.28721896  0.93533224 -0.5703609  -1.0524424  -0.05282123 -0.03061314
  0.          0.        ]",0
10,"[-0.28721896  0.93533224 -0.5703609  -1.0524424  -0.05282123 -0.03061314
  0.          0.        ]",0,-0.359471158901215,"[-0.29293805  0.9110536  -0.5703609  -1.0791093  -0.05435188 -0.03061318
  0.          0.        ]",0
10,"[-0.29293805  0.9110536  -0.5703609  -1.0791093  -0.05435188 -0.03061318
  0.          0.        ]",0,-0.332643986700617,"[-0.2986571   0.88617486 -0.5703609  -1.105776   -0.05588255 -0.03061317
  0.          0.        ]",0
10,"[-0.2986571   0.88617486 -0.5703609  -1.105776   -0.05588255 -0.03061317
  0.          0.        ]",0,-0.307231349730728,"[-0.30437618  0.86069614 -0.570361   -1.1324428  -0.05741321 -0.03061312
  0.          0.        ]",0
10,"[-0.30437618  0.86069614 -0.570361   -1.1324428  -0.05741321 -0.03061312
  0.          0.        ]",2,4.25484530174189,"[-0.30999655  0.83574516 -0.56074417 -1.1089817  -0.05868811 -0.02549833
  0.          0.        ]",0
10,"[-0.30999655  0.83574516 -0.56074417 -1.1089817  -0.05868811 -0.02549833
  0.          0.        ]",2,3.83623510800804,"[-0.3154033   0.81108284 -0.5402237  -1.096116   -0.0591383  -0.00900366
  0.          0.        ]",0
10,"[-0.3154033   0.81108284 -0.5402237  -1.096116   -0.0591383  -0.00900366
  0.          0.        ]",2,5.09180247615292,"[-0.3207931   0.78726554 -0.53833586 -1.0585698  -0.05977433 -0.0127205
  0.          0.        ]",0
10,"[-0.3207931   0.78726554 -0.53833586 -1.0585698  -0.05977433 -0.0127205
  0.          0.        ]",2,2.41072628667,"[-0.32622713  0.7637096  -0.5423933  -1.0469782  -0.06077392 -0.01999189
  0.          0.        ]",0
10,"[-0.32622713  0.7637096  -0.5423933  -1.0469782  -0.06077392 -0.01999189
  0.          0.        ]",2,4.38487947918237,"[-0.3317007   0.74094975 -0.54589903 -1.0116037  -0.06221867 -0.02889483
  0.          0.        ]",0
10,"[-0.3317007   0.74094975 -0.54589903 -1.0116037  -0.06221867 -0.02889483
  0.          0.        ]",2,3.41576596923393,"[-0.3370325   0.7185342  -0.53219855 -0.99629    -0.06319048 -0.01943622
  0.          0.        ]",0
10,"[-0.3370325   0.7185342  -0.53219855 -0.99629    -0.06319048 -0.01943622
  0.          0.        ]",2,2.32827526396262,"[-0.34229356  0.69627243 -0.52530134 -0.9894438  -0.06398281 -0.01584672
  0.          0.        ]",0
10,"[-0.34229356  0.69627243 -0.52530134 -0.9894438  -0.06398281 -0.01584672
  0.          0.        ]",2,1.37250979603102,"[-0.3475841   0.67405117 -0.52798826 -0.98765844 -0.06503818 -0.02110719
  0.          0.        ]",0
10,"[-0.3475841   0.67405117 -0.52798826 -0.98765844 -0.06503818 -0.02110719
  0.          0.        ]",2,2.25179252751225,"[-0.35288614  0.65209323 -0.5289097  -0.9759634  -0.06632029 -0.02564219
  0.          0.        ]",0
10,"[-0.35288614  0.65209323 -0.5289097  -0.9759634  -0.06632029 -0.02564219
  0.          0.        ]",2,4.52524453431546,"[-0.3579797   0.63072383 -0.5087918  -0.94977856 -0.066884   -0.01127425
  0.          0.        ]",0
10,"[-0.3579797   0.63072383 -0.5087918  -0.94977856 -0.066884   -0.01127425
  0.          0.        ]",2,1.15539666430028,"[-0.36305362  0.60930955 -0.50679255 -0.9517755  -0.06747132 -0.01174637
  0.          0.        ]",0
10,"[-0.36305362  0.60930955 -0.50679255 -0.9517755  -0.06747132 -0.01174637
  0.          0.        ]",2,4.65207648241791,"[-0.36799988  0.58863115 -0.49434438 -0.91905344 -0.06774833 -0.00554024
  0.          0.        ]",0
10,"[-0.36799988  0.58863115 -0.49434438 -0.91905344 -0.06774833 -0.00554024
  0.          0.        ]",2,2.98014556351368,"[-0.37288705  0.56835675 -0.4884983  -0.9010961  -0.06796288 -0.00429127
  0.          0.        ]",0
10,"[-0.37288705  0.56835675 -0.4884983  -0.9010961  -0.06796288 -0.00429127
  0.          0.        ]",2,2.72685592452733,"[-0.37788206  0.5486633  -0.49852648 -0.875307   -0.06892318 -0.01920603
  0.          0.        ]",0
10,"[-0.37788206  0.5486633  -0.49852648 -0.875307   -0.06892318 -0.01920603
  0.          0.        ]",2,3.66117599801715,"[-0.38291374  0.5297544  -0.5017278  -0.8404648  -0.07034785 -0.02849335
  0.          0.        ]",0
10,"[-0.38291374  0.5297544  -0.5017278  -0.8404648  -0.07034785 -0.02849335
  0.          0.        ]",2,2.05861406815673,"[-0.38776594  0.510932   -0.48446512 -0.8365856  -0.0710936  -0.01491505
  0.          0.        ]",0
10,"[-0.38776594  0.510932   -0.48446512 -0.8365856  -0.0710936  -0.01491505
  0.          0.        ]",2,3.10066404726545,"[-0.39271554  0.49286723 -0.4934555  -0.8029519  -0.07258738 -0.02987556
  0.          0.        ]",0
10,"[-0.39271554  0.49286723 -0.4934555  -0.8029519  -0.07258738 -0.02987556
  0.          0.        ]",2,2.99019656959142,"[-0.39752993  0.47523823 -0.4803226  -0.78356546 -0.07368937 -0.0220398
  0.          0.        ]",0
10,"[-0.39752993  0.47523823 -0.4803226  -0.78356546 -0.07368937 -0.0220398
  0.          0.        ]",2,0.223354156412324,"[-0.40240115  0.45759073 -0.48561162 -0.7844114  -0.07518616 -0.02993577
  0.          0.        ]",0
10,"[-0.40240115  0.45759073 -0.48561162 -0.7844114  -0.07518616 -0.02993577
  0.          0.        ]",2,0.967692320555199,"[-0.40728536  0.44008228 -0.4866748  -0.7782423  -0.0769145  -0.0345667
  0.          0.        ]",0
10,"[-0.40728536  0.44008228 -0.4866748  -0.7782423  -0.0769145  -0.0345667
  0.          0.        ]",2,2.44393207370804,"[-0.41211954  0.42303866 -0.481647   -0.7575816  -0.07866505 -0.03501123
  0.          0.        ]",0
10,"[-0.41211954  0.42303866 -0.481647   -0.7575816  -0.07866505 -0.03501123
  0.          0.        ]",2,1.75266860916947,"[-0.4168573   0.4062203  -0.4722538  -0.7475647  -0.08017161 -0.03013114
  0.          0.        ]",0
10,"[-0.4168573   0.4062203  -0.4722538  -0.7475647  -0.08017161 -0.03013114
  0.          0.        ]",2,3.01837111099534,"[-0.4214664   0.38992846 -0.45970732 -0.7241434  -0.08136405 -0.02384891
  0.          0.        ]",0
10,"[-0.4214664   0.38992846 -0.45970732 -0.7241434  -0.08136405 -0.02384891
  0.          0.        ]",2,0.048704510127021,"[-0.42611694  0.37362665 -0.46350566 -0.7246122  -0.08289564 -0.03063188
  0.          0.        ]",0
10,"[-0.42611694  0.37362665 -0.46350566 -0.7246122  -0.08289564 -0.03063188
  0.          0.        ]",2,2.59629733407213,"[-0.4307216   0.3578968  -0.4588313  -0.699196   -0.08451595 -0.03240601
  0.          0.        ]",0
10,"[-0.4307216   0.3578968  -0.4588313  -0.699196   -0.08451595 -0.03240601
  0.          0.        ]",2,-0.245356202185678,"[-0.43539184  0.3421601  -0.46492958 -0.6995255  -0.08659343 -0.04154961
  0.          0.        ]",0
10,"[-0.43539184  0.3421601  -0.46492958 -0.6995255  -0.08659343 -0.04154961
  0.          0.        ]",2,1.78944900579871,"[-0.44015843  0.32706177 -0.47377357 -0.6712076  -0.08944559 -0.05704312
  0.          0.        ]",0
10,"[-0.44015843  0.32706177 -0.47377357 -0.6712076  -0.08944559 -0.05704312
  0.          0.        ]",2,3.03082843111228,"[-0.444813    0.31265232 -0.46274215 -0.64058554 -0.09213798 -0.05384775
  0.          0.        ]",0
10,"[-0.444813    0.31265232 -0.46274215 -0.64058554 -0.09213798 -0.05384775
  0.          0.        ]",2,2.59087012370032,"[-0.44929624  0.29871985 -0.44609624 -0.61935645 -0.09434754 -0.04419092
  0.          0.        ]",0
10,"[-0.44929624  0.29871985 -0.44609624 -0.61935645 -0.09434754 -0.04419092
  0.          0.        ]",2,3.42420167897286,"[-0.4536414   0.28555915 -0.43252796 -0.5850469  -0.09632067 -0.03946293
  0.          0.        ]",0
10,"[-0.4536414   0.28555915 -0.43252796 -0.5850469  -0.09632067 -0.03946293
  0.          0.        ]",2,2.10197326942274,"[-0.45800132  0.2730848  -0.43354553 -0.55457526 -0.09874392 -0.04846497
  0.          0.        ]",0
10,"[-0.45800132  0.2730848  -0.43354553 -0.55457526 -0.09874392 -0.04846497
  0.          0.        ]",2,1.63148560353313,"[-0.4623304   0.2611177  -0.4302706  -0.5320493  -0.10136285 -0.05237859
  0.          0.        ]",0
10,"[-0.4623304   0.2611177  -0.4302706  -0.5320493  -0.10136285 -0.05237859
  0.          0.        ]",2,0.794980791214283,"[-0.46650666  0.2492012  -0.41549015 -0.52977026 -0.10348184 -0.04237961
  0.          0.        ]",0
10,"[-0.46650666  0.2492012  -0.41549015 -0.52977026 -0.10348184 -0.04237961
  0.          0.        ]",2,2.21885177414846,"[-0.47061738  0.23790951 -0.40884596 -0.5020072  -0.10569026 -0.04416847
  0.          0.        ]",0
10,"[-0.47061738  0.23790951 -0.40884596 -0.5020072  -0.10569026 -0.04416847
  0.          0.        ]",2,1.23193605144001,"[-0.47453293  0.2267227  -0.39000398 -0.49730337 -0.1072308  -0.03081061
  0.          0.        ]",0
10,"[-0.47453293  0.2267227  -0.39000398 -0.49730337 -0.1072308  -0.03081061
  0.          0.        ]",2,2.09346386135905,"[-0.47835404  0.21606882 -0.38061577 -0.4736143  -0.10871146 -0.02961325
  0.          0.        ]",0
10,"[-0.47835404  0.21606882 -0.38061577 -0.4736143  -0.10871146 -0.02961325
  0.          0.        ]",2,3.71340336976619,"[-0.48190022  0.20608658 -0.3539708  -0.44369888 -0.10935444 -0.01285977
  0.          0.        ]",0
10,"[-0.48190022  0.20608658 -0.3539708  -0.44369888 -0.10935444 -0.01285977
  0.          0.        ]",2,0.106186761047678,"[-0.4855016   0.19633621 -0.35895377 -0.43343788 -0.11053181 -0.02354729
  0.          0.        ]",0
10,"[-0.4855016   0.19633621 -0.35895377 -0.43343788 -0.11053181 -0.02354729
  0.          0.        ]",2,2.33987193591524,"[-0.48912278  0.18745703 -0.3603347  -0.3947652  -0.11230149 -0.0353937
  0.          0.        ]",0
10,"[-0.48912278  0.18745703 -0.3603347  -0.3947652  -0.11230149 -0.0353937
  0.          0.        ]",2,0.632518006205953,"[-0.4927463   0.17894076 -0.36022466 -0.37866205 -0.11441547 -0.04227958
  0.          0.        ]",0
10,"[-0.4927463   0.17894076 -0.36022466 -0.37866205 -0.11441547 -0.04227958
  0.          0.        ]",2,0.359524423638913,"[-0.4962105   0.17036563 -0.34483582 -0.3812373  -0.1159881  -0.03145255
  0.          0.        ]",0
10,"[-0.4962105   0.17036563 -0.34483582 -0.3812373  -0.1159881  -0.03145255
  0.          0.        ]",2,0.635819766748153,"[-0.49948364  0.16174366 -0.32641304 -0.38326848 -0.1168806  -0.01784992
  0.          0.        ]",0
10,"[-0.49948364  0.16174366 -0.32641304 -0.38326848 -0.1168806  -0.01784992
  0.          0.        ]",2,3.01144495921302,"[-0.50257003  0.15378135 -0.30815235 -0.3539195  -0.11736937 -0.00977543
  0.          0.        ]",0
10,"[-0.50257003  0.15378135 -0.30815235 -0.3539195  -0.11736937 -0.00977543
  0.          0.        ]",2,3.73200370817339,"[-0.50541437  0.14657544 -0.2845684  -0.32025322 -0.11723676  0.00265227
  0.          0.        ]",0
10,"[-0.50541437  0.14657544 -0.2845684  -0.32025322 -0.11723676  0.00265227
  0.          0.        ]",2,2.39917169892742,"[-0.5080348   0.13974339 -0.26285997 -0.30358437 -0.11642755  0.01618425
  0.          0.        ]",0
10,"[-0.5080348   0.13974339 -0.26285997 -0.30358437 -0.11642755  0.01618425
  0.          0.        ]",2,2.41166999079223,"[-0.51065433  0.13375033 -0.26225048 -0.26633123 -0.11613052  0.00594069
  0.          0.        ]",0
10,"[-0.51065433  0.13375033 -0.26225048 -0.26633123 -0.11613052  0.00594069
  0.          0.        ]",2,4.29050411650846,"[-0.51302063  0.12866765 -0.23754863 -0.2258256  -0.11521041  0.018402
  0.          0.        ]",0
10,"[-0.51302063  0.12866765 -0.23754863 -0.2258256  -0.11521041  0.018402
  0.          0.        ]",2,1.20096316803746,"[-0.51527095  0.12380177 -0.22620364 -0.21617253 -0.1140479   0.02325026
  0.          0.        ]",0
10,"[-0.51527095  0.12380177 -0.22620364 -0.21617253 -0.1140479   0.02325026
  0.          0.        ]",2,0.024988010325654,"[-0.5176016   0.11925253 -0.23354554 -0.20214964 -0.11357712  0.00941546
  0.          0.        ]",0
10,"[-0.5176016   0.11925253 -0.23354554 -0.20214964 -0.11357712  0.00941546
  0.          0.        ]",2,1.37378306375005,"[-0.5198094   0.11498231 -0.22150815 -0.18973444 -0.11284897  0.01456278
  0.          0.        ]",0
10,"[-0.5198094   0.11498231 -0.22150815 -0.18973444 -0.11284897  0.01456278
  0.          0.        ]",2,0.772871364940795,"[-0.52189046  0.11076337 -0.20919435 -0.1874245  -0.11176506  0.02167842
  0.          0.        ]",0
10,"[-0.52189046  0.11076337 -0.20919435 -0.1874245  -0.11176506  0.02167842
  0.          0.        ]",2,2.41589285412442,"[-0.5237887   0.10699726 -0.1913965  -0.16726576 -0.11020374  0.03122662
  0.          0.        ]",0
10,"[-0.5237887   0.10699726 -0.1913965  -0.16726576 -0.11020374  0.03122662
  0.          0.        ]",0,-1.77338110339917,"[-0.5256869   0.1026312  -0.19139653 -0.19393262 -0.1086424   0.03122661
  0.          0.        ]",0
10,"[-0.5256869   0.1026312  -0.19139653 -0.19393262 -0.1086424   0.03122661
  0.          0.        ]",1,-2.33719928485753,"[-0.527671    0.09769093 -0.20219302 -0.21929844 -0.10487825  0.07528307
  0.          0.        ]",0
10,"[-0.527671    0.09769093 -0.20219302 -0.21929844 -0.10487825  0.07528307
  0.          0.        ]",1,-2.26506963652491,"[-0.5297495   0.09215757 -0.21404508 -0.24550343 -0.09873538  0.12285723
  0.          0.        ]",0
10,"[-0.5297495   0.09215757 -0.21404508 -0.24550343 -0.09873538  0.12285723
  0.          0.        ]",0,-1.54383568849825,"[-0.5318281   0.08602482 -0.21404557 -0.27217326 -0.09259253  0.1228569
  0.          0.        ]",0
10,"[-0.5318281   0.08602482 -0.21404557 -0.27217326 -0.09259253  0.1228569
  0.          0.        ]",0,-1.62128762172351,"[-0.5339066   0.07929248 -0.21404603 -0.29884303 -0.08644969  0.12285659
  0.          0.        ]",0
10,"[-0.5339066   0.07929248 -0.21404603 -0.29884303 -0.08644969  0.12285659
  0.          0.        ]",0,-1.68807145624076,"[-0.5359851   0.07196067 -0.21404643 -0.32551286 -0.08030687  0.12285626
  0.          0.        ]",0
10,"[-0.5359851   0.07196067 -0.21404643 -0.32551286 -0.08030687  0.12285626
  0.          0.        ]",2,2.4702537150849,"[-0.5380201   0.06518169 -0.20961793 -0.3009748  -0.07424969  0.12114354
  0.          0.        ]",0
10,"[-0.5380201   0.06518169 -0.20961793 -0.3009748  -0.07424969  0.12114354
  0.          0.        ]",2,0.741422480672281,"[-0.5399977   0.05846458 -0.20399463 -0.29824194 -0.06807961  0.12340166
  0.          0.        ]",0
10,"[-0.5399977   0.05846458 -0.20399463 -0.29824194 -0.06807961  0.12340166
  0.          0.        ]",2,1.57777513739823,"[-0.5418808   0.05197629 -0.19481303 -0.288087   -0.06164791  0.12863393
  0.          0.        ]",0
10,"[-0.5418808   0.05197629 -0.19481303 -0.288087   -0.06164791  0.12863393
  0.          0.        ]",2,3.25000607760985,"[-0.5436906   0.04620639 -0.18757112 -0.25618207 -0.05512905  0.13037702
  0.          0.        ]",0
10,"[-0.5436906   0.04620639 -0.18757112 -0.25618207 -0.05512905  0.13037702
  0.          0.        ]",2,2.63848285247184,"[-0.54552543  0.04118158 -0.18972488 -0.22310999 -0.04895518  0.12347752
  0.          0.        ]",0
10,"[-0.54552543  0.04118158 -0.18972488 -0.22310999 -0.04895518  0.12347752
  0.          0.        ]",2,2.19073930669854,"[-0.54747146  0.03704067 -0.20010391 -0.18387035 -0.0435203   0.10869764
  0.          0.        ]",0
10,"[-0.54747146  0.03704067 -0.20010391 -0.18387035 -0.0435203   0.10869764
  0.          0.        ]",2,3.63618572266254,"[-0.5492753   0.033753   -0.18634285 -0.14595586 -0.03762378  0.11793041
  0.          0.        ]",0
10,"[-0.5492753   0.033753   -0.18634285 -0.14595586 -0.03762378  0.11793041
  0.          0.        ]",2,4.00255882354082,"[-0.5508912   0.03136812 -0.16827093 -0.10584299 -0.03103477  0.13177998
  0.          0.        ]",0
10,"[-0.5508912   0.03136812 -0.16827093 -0.10584299 -0.03103477  0.13177998
  0.          0.        ]",2,1.53691453976054,"[-0.55238044  0.02908338 -0.15612201 -0.10141103 -0.02392721  0.14215122
  0.          0.        ]",0
10,"[-0.55238044  0.02908338 -0.15612201 -0.10141103 -0.02392721  0.14215122
  0.          0.        ]",2,2.43437557003446,"[-0.55380964  0.02756239 -0.15029493 -0.06750245 -0.01664344  0.14567573
  0.          0.        ]",0
10,"[-0.55380964  0.02756239 -0.15029493 -0.06750245 -0.01664344  0.14567573
  0.          0.        ]",2,-1.18870375964736,"[-0.5553877   0.0259874  -0.1644576  -0.06993897 -0.01007667  0.1313353
  0.          0.        ]",0
10,"[-0.5553877   0.0259874  -0.1644576  -0.06993897 -0.01007667  0.1313353
  0.          0.        ]",2,0.579341985706432,"[-0.55703807  0.02524053 -0.1713094  -0.03316596 -0.00388999  0.12373351
  0.          0.        ]",0
10,"[-0.55703807  0.02524053 -0.1713094  -0.03316596 -0.00388999  0.12373351
  0.          0.        ]",2,1.16181972705705,"[-0.5585399   0.02464965 -0.15713494 -0.02625757  0.00297454  0.13729063
  0.          0.        ]",0
10,"[-0.5585399   0.02464965 -0.15713494 -0.02625757  0.00297454  0.13729063
  0.          0.        ]",2,-1.62396819193751,"[-0.56011844  0.02466439 -0.16445452  0.0006258   0.00949456  0.13040017
  0.          0.        ]",0
10,"[-0.56011844  0.02466439 -0.16445452  0.0006258   0.00949456  0.13040017
  0.          0.        ]",2,-1.83878835139105,"[-0.56176794  0.02501794 -0.17124712  0.01565936  0.01571305  0.1243699
  0.          0.        ]",0
10,"[-0.56176794  0.02501794 -0.17124712  0.01565936  0.01571305  0.1243699
  0.          0.        ]",2,-2.34041146130595,"[-0.56349766  0.02604605 -0.17895941  0.04562177  0.02162114  0.11816182
  0.          0.        ]",0
10,"[-0.56349766  0.02604605 -0.17895941  0.04562177  0.02162114  0.11816182
  0.          0.        ]",2,-1.21829563585493,"[-0.56513655  0.02771231 -0.17038551  0.0739466   0.02803089  0.12819497
  0.          0.        ]",0
10,"[-0.56513655  0.02771231 -0.17038551  0.0739466   0.02803089  0.12819497
  0.          0.        ]",0,0.081749515239324,"[-0.5667755   0.02877904 -0.17038538  0.04727648  0.03444062  0.12819463
  0.          0.        ]",0
10,"[-0.5667755   0.02877904 -0.17038538  0.04727648  0.03444062  0.12819463
  0.          0.        ]",0,-0.287448606715785,"[-0.56841445  0.02924639 -0.17038521  0.02060638  0.04085032  0.12819426
  0.          0.        ]",0
10,"[-0.56841445  0.02924639 -0.17038521  0.02060638  0.04085032  0.12819426
  0.          0.        ]",0,-0.690588435248017,"[-0.57005346  0.02911428 -0.170385   -0.00606373  0.04726002  0.12819389
  0.          0.        ]",0
10,"[-0.57005346  0.02911428 -0.170385   -0.00606373  0.04726002  0.12819389
  0.          0.        ]",0,-1.10175545380731,"[-0.5716924   0.02838264 -0.17038476 -0.03273383  0.05366969  0.1281935
  0.          0.        ]",0
10,"[-0.5716924   0.02838264 -0.17038476 -0.03273383  0.05366969  0.1281935
  0.          0.        ]",0,-1.49247903664869,"[-0.5733314   0.02705163 -0.1703845  -0.05940393  0.06007934  0.12819313
  0.          0.        ]",0
10,"[-0.5733314   0.02705163 -0.1703845  -0.05940393  0.06007934  0.12819313
  0.          0.        ]",0,-1.84076510231613,"[-0.5749704   0.02512108 -0.1703842  -0.08607404  0.06648898  0.12819275
  0.          0.        ]",0
10,"[-0.5749704   0.02512108 -0.1703842  -0.08607404  0.06648898  0.12819275
  0.          0.        ]",0,-2.13595364746178,"[-0.5766095   0.02259115 -0.17038386 -0.11274414  0.0728986   0.12819238
  0.          0.        ]",0
10,"[-0.5766095   0.02259115 -0.17038386 -0.11274414  0.0728986   0.12819238
  0.          0.        ]",0,-2.37772668802866,"[-0.5782486   0.01946169 -0.17038348 -0.13941424  0.0793082   0.12819198
  0.          0.        ]",0
10,"[-0.5782486   0.01946169 -0.17038348 -0.13941424  0.0793082   0.12819198
  0.          0.        ]",0,-2.57205732101998,"[-0.57988775  0.01573277 -0.1703831  -0.16608432  0.08571777  0.1281916
  0.          0.        ]",0
10,"[-0.57988775  0.01573277 -0.1703831  -0.16608432  0.08571777  0.1281916
  0.          0.        ]",0,-2.72728922072247,"[-0.5815269   0.01140448 -0.17038266 -0.19275443  0.09212733  0.12819123
  0.          0.        ]",0
10,"[-0.5815269   0.01140448 -0.17038266 -0.19275443  0.09212733  0.12819123
  0.          0.        ]",0,-2.85172008678175,"[-0.58316606  0.00647672 -0.17038219 -0.21942452  0.09853687  0.12819083
  0.          0.        ]",0
10,"[-0.58316606  0.00647672 -0.17038219 -0.21942452  0.09853687  0.12819083
  0.          0.        ]",0,-2.95257073088665,"[-0.5848053   0.00094948 -0.1703817  -0.2460946   0.1049464   0.12819044
  0.          0.        ]",0
10,"[-0.5848053   0.00094948 -0.1703817  -0.2460946   0.1049464   0.12819044
  0.          0.        ]",0,-3.03567287586219,"[-0.5864446  -0.00517726 -0.17038117 -0.27276468  0.1113559   0.12819007
  0.          0.        ]",0
10,"[-0.5864446  -0.00517726 -0.17038117 -0.27276468  0.1113559   0.12819007
  0.          0.        ]",0,-3.10557237756382,"[-0.58808386 -0.01190346 -0.1703806  -0.29943475  0.11776539  0.12818971
  0.          0.        ]",0
10,"[-0.58808386 -0.01190346 -0.1703806  -0.29943475  0.11776539  0.12818971
  0.          0.        ]",0,-3.16582342106605,"[-0.5897232  -0.01922907 -0.17038001 -0.32610485  0.12417486  0.12818936
  0.          0.        ]",0
10,"[-0.5897232  -0.01922907 -0.17038001 -0.32610485  0.12417486  0.12818936
  0.          0.        ]",0,-3.21911340660844,"[-0.5913626  -0.02715417 -0.17037937 -0.35277495  0.1305843   0.128189
  0.          0.        ]",0
10,"[-0.5913626  -0.02715417 -0.17037937 -0.35277495  0.1305843   0.128189
  0.          0.        ]",0,-3.26754335460717,"[-0.593002   -0.03567873 -0.17037871 -0.37944502  0.13699374  0.12818864
  0.          0.        ]",0
10,"[-0.593002   -0.03567873 -0.17037871 -0.37944502  0.13699374  0.12818864
  0.          0.        ]",2,-0.893900620904179,"[-0.5945542  -0.04420122 -0.16230258 -0.3794433   0.14405614  0.14124808
  0.          0.        ]",0
10,"[-0.5945542  -0.04420122 -0.16230258 -0.3794433   0.14405614  0.14124808
  0.          0.        ]",2,2.34220669594911,"[-0.5960731  -0.05184881 -0.15977181 -0.34067515  0.1519229   0.15733477
  0.          0.        ]",0
10,"[-0.5960731  -0.05184881 -0.15977181 -0.34067515  0.1519229   0.15733477
  0.          0.        ]",2,-0.470501024332197,"[-0.59783053 -0.05902271 -0.18302277 -0.3195998   0.15919939  0.14552976
  0.          0.        ]",0
10,"[-0.59783053 -0.05902271 -0.18302277 -0.3195998   0.15919939  0.14552976
  0.          0.        ]",2,-1.95805242025039,"[-0.59974873 -0.06617212 -0.19866267 -0.3184989   0.16604638  0.13694024
  0.          0.        ]",0
10,"[-0.59974873 -0.06617212 -0.19866267 -0.3184989   0.16604638  0.13694024
  0.          0.        ]",2,-1.43232356963289,"[-0.60172325 -0.07328263 -0.20436327 -0.31680962  0.17296125  0.13829729
  0.          0.        ]",0
10,"[-0.60172325 -0.07328263 -0.20436327 -0.31680962  0.17296125  0.13829729
  0.          0.        ]",2,2.08415601713984,"[-0.6037046  -0.07942757 -0.2058214  -0.274023    0.18067542  0.15428334
  0.          0.        ]",0
10,"[-0.6037046  -0.07942757 -0.2058214  -0.274023    0.18067542  0.15428334
  0.          0.        ]",0,-3.22693796663208,"[-0.6056859  -0.08617172 -0.20582005 -0.30069453  0.18838955  0.1542827
  0.          0.        ]",0
10,"[-0.6056859  -0.08617172 -0.20582005 -0.30069453  0.18838955  0.1542827
  0.          0.        ]",0,-3.3052199546128,"[-0.6076673  -0.0935151  -0.20581868 -0.32736608  0.19610366  0.15428206
  0.          0.        ]",0
10,"[-0.6076673  -0.0935151  -0.20581868 -0.32736608  0.19610366  0.15428206
  0.          0.        ]",0,-3.37519052611259,"[-0.60964894 -0.10145769 -0.20581722 -0.3540377   0.20381774  0.15428144
  0.          0.        ]",0
10,"[-0.60964894 -0.10145769 -0.20581722 -0.3540377   0.20381774  0.15428144
  0.          0.        ]",0,-3.43890013144556,"[-0.61163056 -0.10999953 -0.2058157  -0.38070923  0.21153176  0.15428081
  0.          0.        ]",0
10,"[-0.61163056 -0.10999953 -0.2058157  -0.38070923  0.21153176  0.15428081
  0.          0.        ]",2,-1.65352033289794,"[-0.6137997  -0.11837053 -0.22420323 -0.373104    0.21889652  0.14729542
  0.          0.        ]",0
10,"[-0.6137997  -0.11837053 -0.22420323 -0.373104    0.21889652  0.14729542
  0.          0.        ]",2,-2.56743095051805,"[-0.6161624  -0.12679216 -0.24304628 -0.375315    0.22575477  0.13716519
  0.          0.        ]",0
10,"[-0.6161624  -0.12679216 -0.24304628 -0.375315    0.22575477  0.13716519
  0.          0.        ]",0,-3.3655403938703,"[-0.61852515 -0.13581318 -0.24304497 -0.4019855   0.23261298  0.13716471
  0.          0.        ]",0
10,"[-0.61852515 -0.13581318 -0.24304497 -0.4019855   0.23261298  0.13716471
  0.          0.        ]",0,-3.43071508339517,"[-0.62088805 -0.14543362 -0.24304362 -0.428656    0.23947121  0.13716428
  0.          0.        ]",0
10,"[-0.62088805 -0.14543362 -0.24304362 -0.428656    0.23947121  0.13716428
  0.          0.        ]",0,-3.49263401632265,"[-0.623251   -0.15565345 -0.24304223 -0.45532653  0.2463294   0.13716386
  0.          0.        ]",0
10,"[-0.623251   -0.15565345 -0.24304223 -0.45532653  0.2463294   0.13716386
  0.          0.        ]",2,-2.37528062774369,"[-0.6259006  -0.16576663 -0.27095097 -0.45048958  0.25243267  0.12206547
  0.          0.        ]",0
10,"[-0.6259006  -0.16576663 -0.27095097 -0.45048958  0.25243267  0.12206547
  0.          0.        ]",0,-3.45049168067456,"[-0.6285503  -0.1764793  -0.27094978 -0.47715923  0.25853592  0.12206515
  0.          0.        ]",0
10,"[-0.6285503  -0.1764793  -0.27094978 -0.47715923  0.25853592  0.12206515
  0.          0.        ]",0,-3.51334512679199,"[-0.6312001  -0.18779153 -0.2709486  -0.50382894  0.26463917  0.12206483
  0.          0.        ]",0
10,"[-0.6312001  -0.18779153 -0.2709486  -0.50382894  0.26463917  0.12206483
  0.          0.        ]",2,8.08467316070202,"[-0.6341318  -0.19886981 -0.29856446 -0.49335116  0.27015543  0.11032528
  0.          1.        ]",0
10,"[-0.6341318  -0.19886981 -0.29856446 -0.49335116  0.27015543  0.11032528
  0.          1.        ]",0,11.7365155575052,"[-0.6371939  -0.20978224 -0.29437393 -0.48312223  0.2574541  -0.254901
  1.          1.        ]",0
10,"[-0.6371939  -0.20978224 -0.29437393 -0.48312223  0.2574541  -0.254901
  1.          1.        ]",0,1.94135038348867,"[-0.6404036  -0.2201713  -0.3066653  -0.4594499   0.24503337 -0.2457633
  1.          1.        ]",0
10,"[-0.6404036  -0.2201713  -0.3066653  -0.4594499   0.24503337 -0.2457633
  1.          1.        ]",0,1.86480332074063,"[-0.6436727  -0.23005292 -0.31535324 -0.43724185  0.23332444 -0.23411481
  1.          1.        ]",0
